ID,official_name,type,subchapter_code,language,synonym_found,morphemes,illustrations,master_sheet_subchapters_linked
ID055,Y-yauhtli,plant,06a,spanish,yyauhtli,Yauhtli/medicinal marigold,nan,06a
ID056,Quauh-yyauhtli,plant,08j,english,yyauhtli,Quahuitl/tree or wood; Yauhtli/medicinal marigold,p091_02,08j; 08l; 09l; 09q; 10b; 10j; 11d
ID056,Quauh-yyauhtli,plant,08j,spanish,yyauhtli,Quahuitl/tree or wood; Yauhtli/medicinal marigold,p091_02,08j; 08l; 09l; 09q; 10b; 10j; 11d
ID056,Quauh-yyauhtli,plant,08l,english,yyauhtli,Quahuitl/tree or wood; Yauhtli/medicinal marigold,p091_02,08j; 08l; 09l; 09q; 10b; 10j; 11d
ID056,Quauh-yyauhtli,plant,08l,spanish,yyauhtli,Quahuitl/tree or wood; Yauhtli/medicinal marigold,p091_02,08j; 08l; 09l; 09q; 10b; 10j; 11d
ID056,Quauh-yyauhtli,plant,09l,english,yyauhtli,Quahuitl/tree or wood; Yauhtli/medicinal marigold,p091_02,08j; 08l; 09l; 09q; 10b; 10j; 11d
ID056,Quauh-yyauhtli,plant,09l,spanish,yyauhtli,Quahuitl/tree or wood; Yauhtli/medicinal marigold,p091_02,08j; 08l; 09l; 09q; 10b; 10j; 11d
ID056,Quauh-yyauhtli,plant,09q,english,yyauhtli,Quahuitl/tree or wood; Yauhtli/medicinal marigold,p091_02,08j; 08l; 09l; 09q; 10b; 10j; 11d
ID056,Quauh-yyauhtli,plant,09q,spanish,yyauhtli,Quahuitl/tree or wood; Yauhtli/medicinal marigold,p091_02,08j; 08l; 09l; 09q; 10b; 10j; 11d
ID056,Quauh-yyauhtli,plant,10b,english,yyauhtli,Quahuitl/tree or wood; Yauhtli/medicinal marigold,p091_02,08j; 08l; 09l; 09q; 10b; 10j; 11d
ID056,Quauh-yyauhtli,plant,10b,spanish,yyauhtli,Quahuitl/tree or wood; Yauhtli/medicinal marigold,p091_02,08j; 08l; 09l; 09q; 10b; 10j; 11d
ID056,Quauh-yyauhtli,plant,10j,english,yyauhtli,Quahuitl/tree or wood; Yauhtli/medicinal marigold,p091_02,08j; 08l; 09l; 09q; 10b; 10j; 11d
ID056,Quauh-yyauhtli,plant,10j,spanish,yyauhtli,Quahuitl/tree or wood; Yauhtli/medicinal marigold,p091_02,08j; 08l; 09l; 09q; 10b; 10j; 11d
ID056,Quauh-yyauhtli,plant,11d,english,yyauhtli,Quahuitl/tree or wood; Yauhtli/medicinal marigold,p091_02,08j; 08l; 09l; 09q; 10b; 10j; 11d
ID056,Quauh-yyauhtli,plant,11d,spanish,yyauhtli,Quahuitl/tree or wood; Yauhtli/medicinal marigold,p091_02,08j; 08l; 09l; 09q; 10b; 10j; 11d
ID057,Holli,plant,09d,english,holli,nan,nan,09d
ID057,Holli,plant,09d,spanish,holli,nan,nan,09d
ID058,Yollo-xochitl,plant,08c,english,yollo-xochitl,Xochitl/flower,p098_02,08c; 08d; 10e; 10k
ID058,Yollo-xochitl,plant,08c,spanish,yollo-xochitl,Xochitl/flower,p098_02,08c; 08d; 10e; 10k
ID058,Yollo-xochitl,plant,08d,english,yollo-xochitl,Xochitl/flower,p098_02,08c; 08d; 10e; 10k
ID058,Yollo-xochitl,plant,08d,spanish,yollo-xochitl,Xochitl/flower,p098_02,08c; 08d; 10e; 10k
ID058,Yollo-xochitl,plant,10e,english,yollo-xochitl,Xochitl/flower,p098_02,08c; 08d; 10e; 10k
ID058,Yollo-xochitl,plant,10e,spanish,yollo-xochitl,Xochitl/flower,p098_02,08c; 08d; 10e; 10k
ID058,Yollo-xochitl,plant,10k,english,yollo-xochitl,Xochitl/flower,p098_02,08c; 08d; 10e; 10k
ID058,Yollo-xochitl,plant,10k,spanish,yollo-xochitl,Xochitl/flower,p098_02,08c; 08d; 10e; 10k
ID060,Cacalo-xochitl,plant,08l,english,cacalo-xochitl,Xochitl/flower,p097_01,08l; 09g; 10d
ID060,Cacalo-xochitl,plant,08l,spanish,cacalo-xochitl,Xochitl/flower,p097_01,08l; 09g; 10d
ID060,Cacalo-xochitl,plant,09g,english,cacalo-xochitl,Xochitl/flower,p097_01,08l; 09g; 10d
ID060,Cacalo-xochitl,plant,09g,spanish,cacalo-xochitl,Xochitl/flower,p097_01,08l; 09g; 10d
ID060,Cacalo-xochitl,plant,10d,english,cacalo-xochitl,Xochitl/flower,p097_01,08l; 09g; 10d
ID060,Cacalo-xochitl,plant,10d,spanish,cacalo-xochitl,Xochitl/flower,p097_01,08l; 09g; 10d
ID061,Tlal-cacapol,plant,09m,english,tlal-cacapol,Tlal/earth or ground,nan,09m
ID061,Tlal-cacapol,plant,09m,spanish,tlal-cacapol,Tlal/earth or ground,nan,09m
ID062,Cacaua-xochitl,plant,08j,english,cacau-xochitl,Xochitl/flower,p098_01,08j; 10d; 10e
ID062,Cacaua-xochitl,plant,08j,spanish,cacau-xochitl,Xochitl/flower,p098_01,08j; 10d; 10e
ID062,Cacaua-xochitl,plant,10d,english,cacaua-xochitl,Xochitl/flower,p098_01,08j; 10d; 10e
ID062,Cacaua-xochitl,plant,10d,spanish,cacaua-xochitl,Xochitl/flower,p098_01,08j; 10d; 10e
ID062,Cacaua-xochitl,plant,10e,english,cacaua-xochitl,Xochitl/flower,p098_01,08j; 10d; 10e
ID062,Cacaua-xochitl,plant,10e,spanish,cacaua-xochitl,Xochitl/flower,p098_01,08j; 10d; 10e
ID064,Capolla-xipehualli,plant,09d,english,capolla-xipe-hualli,nan,nan,09d
ID064,Capolla-xipehualli,plant,09d,spanish,capolla-xipe-hualli,nan,nan,09d
ID066,Capul-xihuitl,plant,07k,english,capul-xihuitl,"Xihuitl/herbs, green leaves",nan,07k
ID066,Capul-xihuitl,plant,07k,spanish,capul-xihuitl,"Xihuitl/herbs, green leaves",nan,07k
ID068,Centzon-xochitl,plant,09b,english,centzon-xochitl,Centzon/four hundred or many; Xochitl/flower,p074_01,09b; 09f; 11c
ID068,Centzon-xochitl,plant,09b,spanish,centzon-xochitl,Centzon/four hundred or many; Xochitl/flower,p074_01,09b; 09f; 11c
ID068,Centzon-xochitl,plant,09f,english,centzon-xochitl,Centzon/four hundred or many; Xochitl/flower,p074_01,09b; 09f; 11c
ID068,Centzon-xochitl,plant,09f,spanish,centzon-xochitl,Centzon/four hundred or many; Xochitl/flower,p074_01,09b; 09f; 11c
ID068,Centzon-xochitl,plant,11c,english,centzon-xochitl,Centzon/four hundred or many; Xochitl/flower,p074_01,09b; 09f; 11c
ID068,Centzon-xochitl,plant,11c,spanish,centzon-xochitl,Centzon/four hundred or many; Xochitl/flower,p074_01,09b; 09f; 11c
ID069,Centzon-oco-xochitl,plant,09e,english,centzon-oco-xochitl,Centzon/four hundred or many; Ocotl/pine; Xochitl/flower,nan,09e
ID069,Centzon-oco-xochitl,plant,09e,spanish,centzon-oco-xochitl,Centzon/four hundred or many; Ocotl/pine; Xochitl/flower,nan,09e
ID070,Cihua-patli,plant,11a,english,cihua-patli,Patli/medicine,p106_02,11a
ID070,Cihua-patli,plant,11a,spanish,cihua-patli,Patli/medicine,p106_02,11a
ID071,Cimatl,plant,09m,english,cimatl,nan,nan,09m
ID071,Cimatl,plant,09m,spanish,cimatl,nan,nan,09m
ID072,Coanenepilli,plant,08c,english,cohuanene-pilli,nan,nan,08c; 09f
ID072,Coanenepilli,plant,08c,spanish,cohuanene-pilli,nan,nan,08c; 09f
ID072,Coanenepilli,plant,09f,english,coanenepilli,nan,nan,08c; 09f
ID072,Coanenepilli,plant,09f,spanish,coanenepilli,nan,nan,08c; 09f
ID074,Cohua-xochitl,plant,09e,english,cohua-xochitl,Xochitl/flower,nan,09e
ID074,Cohua-xochitl,plant,09e,spanish,cohua-xochitl,Xochitl/flower,nan,09e
ID076,Cochiz-xihuitl,plant,02g,english,cochiz-xihuitl,"Xihuitl/herbs, green leaves",p020_03,02g
ID076,Cochiz-xihuitl,plant,02g,spanish,cochiz-xihuitl,"Xihuitl/herbs, green leaves",p020_03,02g
ID077,Huihuitzyo-cochiz-xihuitl,plant,02g,english,huihuitzyo-cochiz-xihuitl,"Huitz/needle or thorn; Xihuitl/herbs, green leaves",p020_02,02g
ID077,Huihuitzyo-cochiz-xihuitl,plant,02g,spanish,huihuitzyo-cochiz-xihuitl,"Huitz/needle or thorn; Xihuitl/herbs, green leaves",p020_02,02g
ID078,Cococ-xihuitl,plant,07i,english,cococ-xiuhuitl,"Cococ/hot or spicy; Xihuitl/herbs, green leaves",nan,07i
ID078,Cococ-xihuitl,plant,07i,spanish,cococ-xiuhuitl,"Cococ/hot or spicy; Xihuitl/herbs, green leaves",nan,07i
ID079,Colo-mecatl,plant,09c,english,colo-mecatl,"Mecatl/cord, rope, or vine",p077_01,09c
ID079,Colo-mecatl,plant,09c,spanish,colo-mecatl,"Mecatl/cord, rope, or vine",p077_01,09c
ID081,Coltotzin,plant,12a,english,coltotzin,nan,p113_02,12a
ID081,Coltotzin,plant,12a,spanish,coltotzin,nan,p113_02,12a
ID082,Copaliyac-xiuhtontli,plant,07i,english,copaliyac-xiuhtontli,"Copalli/incense; Xihuitl/herbs, green leaves",nan,07i; 07m
ID082,Copaliyac-xiuhtontli,plant,07i,spanish,copaliyac-xiuhtontli,"Copalli/incense; Xihuitl/herbs, green leaves",nan,07i; 07m
ID082,Copaliyac-xiuhtontli,plant,07m,english,copaliyac-xiuhtontli,"Copalli/incense; Xihuitl/herbs, green leaves",nan,07i; 07m
ID082,Copaliyac-xiuhtontli,plant,07m,spanish,copaliyac-xiuhtontli,"Copalli/incense; Xihuitl/herbs, green leaves",nan,07i; 07m
ID083,Copal-quahuitl,plant,01d,english,copal-quahuitl,Copalli/incense; Quahuitl/tree or wood,nan,01d
ID083,Copal-quahuitl,plant,01d,spanish,copal-quahuitl,Copalli/incense; Quahuitl/tree or wood,nan,01d
ID084,Copal-xocotl,plant,10k,english,copal-xocotl,Copalli/incense; Xocotl/sour fruit,nan,10k
ID084,Copal-xocotl,plant,10k,spanish,copal-xocotl,Copalli/incense; Xocotl/sour fruit,nan,10k
ID085,Coyo-xihuitl,plant,08g,english,coyo-xihuitl,"Coyotl/coyote; Xihuitl/herbs, green leaves",p061_01,08g; 08j; 09e; 09g; 09l
ID085,Coyo-xihuitl,plant,08g,spanish,coyo-xihuitl,"Coyotl/coyote; Xihuitl/herbs, green leaves",p061_01,08g; 08j; 09e; 09g; 09l
ID085,Coyo-xihuitl,plant,08j,english,coyo-xihuitl,"Coyotl/coyote; Xihuitl/herbs, green leaves",p061_01,08g; 08j; 09e; 09g; 09l
ID085,Coyo-xihuitl,plant,08j,spanish,coyo-xihuitl,"Coyotl/coyote; Xihuitl/herbs, green leaves",p061_01,08g; 08j; 09e; 09g; 09l
ID085,Coyo-xihuitl,plant,09e,english,coyo-xihuitl,"Coyotl/coyote; Xihuitl/herbs, green leaves",p061_01,08g; 08j; 09e; 09g; 09l
ID085,Coyo-xihuitl,plant,09e,spanish,coyo-xihuitl,"Coyotl/coyote; Xihuitl/herbs, green leaves",p061_01,08g; 08j; 09e; 09g; 09l
ID085,Coyo-xihuitl,plant,09g,english,coyo-xihuitl,"Coyotl/coyote; Xihuitl/herbs, green leaves",p061_01,08g; 08j; 09e; 09g; 09l
ID085,Coyo-xihuitl,plant,09g,spanish,coyo-xihuitl,"Coyotl/coyote; Xihuitl/herbs, green leaves",p061_01,08g; 08j; 09e; 09g; 09l
ID085,Coyo-xihuitl,plant,09l,english,coyo-xihuitl,"Coyotl/coyote; Xihuitl/herbs, green leaves",p061_01,08g; 08j; 09e; 09g; 09l
ID085,Coyo-xihuitl,plant,09l,spanish,coyo-xihuitl,"Coyotl/coyote; Xihuitl/herbs, green leaves",p061_01,08g; 08j; 09e; 09g; 09l
ID087,Cuecuetz-patli,plant,09h,english,cuecuetz-patli,Patli/medicine,nan,09h
ID087,Cuecuetz-patli,plant,09h,spanish,cuecuetz-patli,Patli/medicine,nan,09h
ID088,Chian,plant,08c,english,chian,nan,nan,08c
ID088,Chian,plant,08c,spanish,chian,nan,nan,08c
ID090,Chichiltic xiuhtontli,plant,11e,english,chichiltic xiuhtontli,"Chichiltic/red; Xihuitl/herbs, green leaves",nan,11e
ID090,Chichiltic xiuhtontli,plant,11e,spanish,chichiltic xiuhtontli,"Chichiltic/red; Xihuitl/herbs, green leaves",nan,11e
ID091,Chicom-acatl,plant,09f,english,chicom-catl,Acatl/reed,nan,09f
ID091,Chicom-acatl,plant,09f,spanish,chicom-catl,Acatl/reed,nan,09f
ID092,Chipauac xihuitl,plant,01b,english,chipauac,"Xihuitl/herbs, green leaves",p008_01,01b
ID092,Chipauac xihuitl,plant,01b,spanish,chipauac,"Xihuitl/herbs, green leaves",p008_01,01b
ID093,Chiyava xihuitl,plant,10g,english,chiyava-xihuitl,"Xihuitl/herbs, green leaves",p100_01,10g
ID093,Chiyava xihuitl,plant,10g,spanish,chiyava-xihuitl,"Xihuitl/herbs, green leaves",p100_01,10g
ID094,Huacal-xochitl,plant,02b,english,huacal-xochitl,Xochitl/flower,p030_01,02b; 05e; 07b; 08l; 10k
ID094,Huacal-xochitl,plant,02b,spanish,huacal-xochitl,Xochitl/flower,p030_01,02b; 05e; 07b; 08l; 10k
ID094,Huacal-xochitl,plant,05e,english,huacal-xochitl,Xochitl/flower,p030_01,02b; 05e; 07b; 08l; 10k
ID094,Huacal-xochitl,plant,05e,spanish,huacal-xochitl,Xochitl/flower,p030_01,02b; 05e; 07b; 08l; 10k
ID094,Huacal-xochitl,plant,07b,english,huacal-xochitl,Xochitl/flower,p030_01,02b; 05e; 07b; 08l; 10k
ID094,Huacal-xochitl,plant,07b,spanish,huacal-xochitl,Xochitl/flower,p030_01,02b; 05e; 07b; 08l; 10k
ID094,Huacal-xochitl,plant,08l,english,huacal-xochitl,Xochitl/flower,p030_01,02b; 05e; 07b; 08l; 10k
ID094,Huacal-xochitl,plant,08l,spanish,huacal-xochitl,Xochitl/flower,p030_01,02b; 05e; 07b; 08l; 10k
ID094,Huacal-xochitl,plant,10k,english,huacal-xochitl,Xochitl/flower,p030_01,02b; 05e; 07b; 08l; 10k
ID094,Huacal-xochitl,plant,10k,spanish,huacal-xochitl,Xochitl/flower,p030_01,02b; 05e; 07b; 08l; 10k
ID096,Tlal-huaxin,plant,08a,english,tlal-huaxin,Tlal/earth or ground,nan,08a
ID096,Tlal-huaxin,plant,08a,spanish,tlal-huaxin,Tlal/earth or ground,nan,08a
ID097,Huelic-patli,plant,07n,english,huelic-patli,Patli/medicine,nan,07n
ID097,Huelic-patli,plant,07n,spanish,huelic-patli,Patli/medicine,nan,07n
ID099,Huey-nacaztli,plant,08l,english,huey-nacaztli,nan,nan,08l; 10k
ID099,Huey-nacaztli,plant,08l,spanish,huey-nacaztli,nan,nan,08l; 10k
ID099,Huey-nacaztli,plant,10k,english,huey-nacaztli,nan,nan,08l; 10k
ID099,Huey-nacaztli,plant,10k,spanish,huey-nacaztli,nan,nan,08l; 10k
ID100,Huitz-colotli,plant,05h,english,huitz-colo-xochitl,Huitz/needle or thorn,p033_02,05h
ID100,Huitz-colotli,plant,05h,spanish,huitz-colo-xochitl,Huitz/needle or thorn,p033_02,05h
ID101,Huihuitz-mallotic,plant,07j,english,huitz-mallotic,Huitz/needle or thorn,nan,07j; 08c
ID101,Huihuitz-mallotic,plant,07j,spanish,huitz-mallotic,Huitz/needle or thorn,nan,07j; 08c
ID101,Huihuitz-mallotic,plant,08c,english,huihuitz-mallotic,Huitz/needle or thorn,nan,07j; 08c
ID101,Huihuitz-mallotic,plant,08c,spanish,huihuitz-mallotic,Huitz/needle or thorn,nan,07j; 08c
ID103,Huitz-quilitl,plant,01d,english,huitz-quilitl,Huitz/needle or thorn; Quilitl/edible green,p010_02,01d; 09e; 09p
ID103,Huitz-quilitl,plant,01d,spanish,huitz-quilitl,Huitz/needle or thorn; Quilitl/edible green,p010_02,01d; 09e; 09p
ID103,Huitz-quilitl,plant,09e,english,huitz-quilitl,Huitz/needle or thorn; Quilitl/edible green,p010_02,01d; 09e; 09p
ID103,Huitz-quilitl,plant,09e,spanish,huitz-quilitl,Huitz/needle or thorn; Quilitl/edible green,p010_02,01d; 09e; 09p
ID103,Huitz-quilitl,plant,09p,english,huitz-quilitl,Huitz/needle or thorn; Quilitl/edible green,p010_02,01d; 09e; 09p
ID103,Huitz-quilitl,plant,09p,spanish,huitz-quilitl,Huitz/needle or thorn; Quilitl/edible green,p010_02,01d; 09e; 09p
ID104,Quauhtla huitz-quilitl,plant,07m,english,quauhtla huitz-quilitl,Huitz/needle or thorn; Quahuitl/tree or wood; Quilitl/edible green,p073_01,07m; 09a
ID104,Quauhtla huitz-quilitl,plant,07m,spanish,quauhtla huitz-quilitl,Huitz/needle or thorn; Quahuitl/tree or wood; Quilitl/edible green,p073_01,07m; 09a
ID104,Quauhtla huitz-quilitl,plant,09a,english,quauhtla huitz-quilitl,Huitz/needle or thorn; Quahuitl/tree or wood; Quilitl/edible green,p073_01,07m; 09a
ID104,Quauhtla huitz-quilitl,plant,09a,spanish,quauhtla huitz-quilitl,Huitz/needle or thorn; Quahuitl/tree or wood; Quilitl/edible green,p073_01,07m; 09a
ID105,Huitzihtzil-xochitl,plant,08k,english,huitzihtzil-xochitl,Huitzihtzil/colibri; Xochitl/flower,p066_01,08k; 12a
ID105,Huitzihtzil-xochitl,plant,08k,spanish,huitzihtzil-xochitl,Huitzihtzil/colibri; Xochitl/flower,p066_01,08k; 12a
ID105,Huitzihtzil-xochitl,plant,12a,english,huitzitzil-xochitl,Huitzihtzil/colibri; Xochitl/flower,p066_01,08k; 12a
ID105,Huitzihtzil-xochitl,plant,12a,spanish,huitzitzil-xochitl,Huitzihtzil/colibri; Xochitl/flower,p066_01,08k; 12a
ID106,Macpal-xochitl,plant,08a,english,macpal-xochitl,Xochitl/flower,nan,08a
ID106,Macpal-xochitl,plant,08a,spanish,macpal-xochitl,Xochitl/flower,nan,08a
ID107,Malinalli,plant,02e,english,malinalli,nan,p018_01,02e; 05h; 11c
ID107,Malinalli,plant,02e,spanish,malinalli,nan,p018_01,02e; 05h; 11c
ID107,Malinalli,plant,05h,english,malinalli,nan,p018_01,02e; 05h; 11c
ID107,Malinalli,plant,05h,spanish,malinalli,nan,p018_01,02e; 05h; 11c
ID107,Malinalli,plant,11c,english,malinalli,nan,p018_01,02e; 05h; 11c
ID107,Malinalli,plant,11c,spanish,malinalli,nan,p018_01,02e; 05h; 11c
ID108,Mamaxtla,plant,08c,english,mamaxtla,nan,nan,08c; 08d
ID108,Mamaxtla,plant,08c,spanish,mamaxtla,nan,nan,08c; 08d
ID108,Mamaxtla,plant,08d,english,mamaxtla,nan,nan,08c; 08d
ID108,Mamaxtla,plant,08d,spanish,mamaxtla,nan,nan,08c; 08d
ID109,Mamaxtla-nelhuatl,plant,09b,english,mamaxtla-nelhuatl,nan,nan,09b
ID109,Mamaxtla-nelhuatl,plant,09b,spanish,mamaxtla-nelhuatl,nan,nan,09b
ID110,Matlal-xochitl,plant,02b,english,matlal-xochitl,Xochitl/flower,p014_02,02b
ID110,Matlal-xochitl,plant,02b,spanish,matlal-xochitl,Xochitl/flower,p014_02,02b
ID112,Maza-yelli,plant,03a,english,maza-yelli,nan,p022_01,03a
ID112,Maza-yelli,plant,03a,spanish,maza-yelli,nan,p022_01,03a
ID113,Meca-xochitl,plant,08l,english,meca-xochitl,"Mecatl/cord, rope, or vine; Xochitl/flower",p104_01,08l; 10k
ID113,Meca-xochitl,plant,08l,spanish,meca-xochitl,"Mecatl/cord, rope, or vine; Xochitl/flower",p104_01,08l; 10k
ID113,Meca-xochitl,plant,10k,english,meca-xochitl,"Mecatl/cord, rope, or vine; Xochitl/flower",p104_01,08l; 10k
ID113,Meca-xochitl,plant,10k,spanish,meca-xochitl,"Mecatl/cord, rope, or vine; Xochitl/flower",p104_01,08l; 10k
ID116,Mexix-quilitl,plant,06a,english,mexix-quilitl,Quilitl/edible green,nan,06a
ID116,Mexix-quilitl,plant,06a,spanish,mexix-quilitl,Quilitl/edible green,nan,06a
ID117,Michi-huauhtli,plant,12a,english,michi-huauhtli,Michi/fish,nan,12a
ID117,Michi-huauhtli,plant,12a,spanish,michi-huauhtli,Michi/fish,nan,12a
ID118,Mizquitl,plant,02b,english,mizquitl,Misquitl/mesquite,nan,02b
ID118,Mizquitl,plant,02b,spanish,mizquitl,Misquitl/mesquite,nan,02b
ID121,Nexehuac,plant,07e,english,nexehuac,nan,p049_02,07e
ID121,Nexehuac,plant,07e,spanish,nexehuac,nan,p049_02,07e
ID122,Nocheztli,plant,06c,english,nocheztli,Nochtli/prickly pear,nan,06c
ID122,Nocheztli,plant,06c,spanish,nocheztli,Nochtli/prickly pear,nan,06c
ID123,Nochtli,plant,11a,english,nochtli,Nochtli/prickly pear,nan,11a
ID123,Nochtli,plant,11a,spanish,nochtli,Nochtli/prickly pear,nan,11a
ID124,Teo-nochtli,plant,05c,english,teo-nochtli,Nochtli/prickly pear; Teo/divine,p028_01,05c
ID124,Teo-nochtli,plant,05c,spanish,teo-nochtli,Nochtli/prickly pear; Teo/divine,p028_01,05c
ID126,Nonochton azcapanixua,plant,07c,english,nonochton,nan,nan,07c
ID126,Nonochton azcapanixua,plant,07c,spanish,nonochton,nan,nan,07c
ID127,Nopalli,plant,09p,english,nohpalli,Nopalli/nopal,nan,09p
ID127,Nopalli,plant,09p,spanish,nohpalli,Nopalli/nopal,nan,09p
ID128,Papalo-quilitl,plant,06a,english,papalo-quilitl,Papalo/butterfly; Quilitl/edible green,nan,06a; 07b; 09q; 10f
ID128,Papalo-quilitl,plant,06a,spanish,papalo-quilitl,Papalo/butterfly; Quilitl/edible green,nan,06a; 07b; 09q; 10f
ID128,Papalo-quilitl,plant,07b,english,papalo-quilitl,Papalo/butterfly; Quilitl/edible green,nan,06a; 07b; 09q; 10f
ID128,Papalo-quilitl,plant,07b,spanish,papalo-quilitl,Papalo/butterfly; Quilitl/edible green,nan,06a; 07b; 09q; 10f
ID128,Papalo-quilitl,plant,09q,english,papalo-quilitl,Papalo/butterfly; Quilitl/edible green,nan,06a; 07b; 09q; 10f
ID128,Papalo-quilitl,plant,09q,spanish,papalo-quilitl,Papalo/butterfly; Quilitl/edible green,nan,06a; 07b; 09q; 10f
ID128,Papalo-quilitl,plant,10f,english,papalo-quilitl,Papalo/butterfly; Quilitl/edible green,nan,06a; 07b; 09q; 10f
ID128,Papalo-quilitl,plant,10f,spanish,papalo-quilitl,Papalo/butterfly; Quilitl/edible green,nan,06a; 07b; 09q; 10f
ID129,Patlahuac tzitzicaztli,plant,09k,english,patlahuac tzitzicaztli,nan,nan,09k
ID129,Patlahuac tzitzicaztli,plant,09k,spanish,patlahuac tzitzicaztli,nan,nan,09k
ID130,Piciyetl,plant,07l,english,pizietl,nan,nan,07l; 09h
ID130,Piciyetl,plant,07l,spanish,pizietl,nan,nan,07l; 09h
ID130,Piciyetl,plant,09h,english,piciyetl,nan,nan,07l; 09h
ID130,Piciyetl,plant,09h,spanish,piciyetl,nan,nan,07l; 09h
ID131,Piltzinte-couh-xochitl,plant,08f,english,piltzin-tecouh-xochitl,Xochitl/flower,p062_01; p067_02,08f; 08j
ID131,Piltzinte-couh-xochitl,plant,08f,spanish,piltzin-tecouh-xochitl,Xochitl/flower,p062_01; p067_02,08f; 08j
ID131,Piltzinte-couh-xochitl,plant,08j,english,piltzin-tecouh-xochitl,Xochitl/flower,p062_01; p067_02,08f; 08j
ID131,Piltzinte-couh-xochitl,plant,08j,spanish,piltzin-tecouh-xochitl,Xochitl/flower,p062_01; p067_02,08f; 08j
ID132,Pozahualiz-xiuhtontli,plant,11d,english,pozahualiz-xiuhtontli,"Xihuitl/herbs, green leaves",p110_01,11d
ID132,Pozahualiz-xiuhtontli,plant,11d,spanish,pozahualiz-xiuhtontli,"Xihuitl/herbs, green leaves",p110_01,11d
ID133,Quappo-quietl,plant,08f,english,quappo-quietl,nan,p062_02,08f
ID133,Quappo-quietl,plant,08f,spanish,quappo-quietl,nan,p062_02,08f
ID134,Quauh-alahuac,plant,11a,english,quauh-alahuac,Quahuitl/tree or wood,p106_01,11a; 11c
ID134,Quauh-alahuac,plant,11a,spanish,quauh-alahuac,Quahuitl/tree or wood,p106_01,11a; 11c
